target_id	SRR25223640	SRR25223641	SRR25223642	SRR25223643	SRR25223644	SRR25223645	SRR25223646	SRR25223647	SRR25223648	SRR25223649	SRR25223650	SRR25223651	SRR25223652	SRR25223653	SRR25223654	SRR25223655
KH.C13.30.v2.B.SL1-1	0	205	65	58	0	0	0	0	0	0	0	156	0	0	0	0
KH.C13.30.v3.B.SL2-1	0	0	549	0	1081	1	0	1	0	0	1	0	1	1	1	1
KH.C13.30.v3.B.SL3-1	0	0	8	0	4	1293	1395	638	0	396	1176	0	1573	1111	2141	1609
KH.C13.30.v4.B.SL4-1	0	0	0	25	0	0	0	0	33	0	0	0	0	0	0	0
KH.C13.31.v1.A.ND1-1	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0
KH.C13.31.v1.A.SL3-1	9	37	2	491	0	5	2	1	0	39	0	433	0	0	2	1
KH.C13.31.v1.A.nonSL4-1	19	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.31.v2.A.SL2-1	0	0	8	0	0	0	6	0	0	0	3	0	1	3	2	0
KH.C13.32.v1.C.SL1-1	203	174	205	80	68	23	42	25	234	125	133	103	89	19	9	9
KH.C13.32.v2.C.ND2-1	0	0	0	0	0	2	0	0	6	0	0	40	0	0	0	0
KH.C13.32.v2.C.SL3-1	90	138	35	35	3	21	0	0	93	107	48	20	0	0	15	13
KH.C13.32.v2.C.SL4-1	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0
KH.C13.33.v1.A.ND2-1	0	0	0	0	125	2	92	80	0	0	1	8	133	108	48	115
KH.C13.33.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.33.v1.A.SL9-1	266	0	82	121	0	100	45	136	0	0	261	33	0	0	78	53
KH.C13.33.v1.A.nonSL10-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0
KH.C13.33.v1.A.nonSL11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.33.v1.A.nonSL12-1	0	56	451	0	243	14	32	17	0	156	296	207	371	191	292	0
KH.C13.33.v1.A.nonSL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.33.v1.A.nonSL4-1	33	25	0	74	0	0	0	0	43	0	0	24	0	0	0	0
KH.C13.33.v1.A.nonSL5-1	0	0	1	142	2	375	229	0	74	1	1	1	2	1	1	228
KH.C13.33.v1.A.nonSL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.33.v1.A.nonSL7-1	0	197	0	0	0	0	0	32	120	106	0	0	0	63	42	0
KH.C13.33.v1.A.nonSL8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.33.v1.R.ND2-1	0	0	0	0	125	2	92	80	0	0	1	8	133	108	48	115
KH.C13.34.v1.B.SL1-1	2766	2023	2902	2822	5664	6106	6366	5651	2748	1609	2918	2965	5582	4083	6972	7335
KH.C13.35.v1.A.SL2-1	1233	749	1671	167	0	0	0	83	1495	1429	1506	998	0	0	0	0
KH.C13.35.v1.A.SL3-1	3690	709	245	502	0	34	0	0	3453	3638	90	1506	1	34	0	0
KH.C13.35.v1.A.SL4-1	227	547	0	64	1	0	9	0	7	200	1	14	0	0	0	0
KH.C13.35.v1.A.SL5-1	3999	1536	0	73	0	0	1	0	3	253	0	8	0	0	0	72
KH.C13.35.v1.A.SL6-1	860	1857	2	1923	181	0	114	0	4083	1519	25	2072	184	0	116	0
KH.C13.35.v2.A.SL1-1	0	0	0	1035	0	48	62	63	3216	994	12	122	0	41	0	46
KH.C13.36.v1.A.SL1-1	714	769	4268	400	1550	6	36	6	718	339	5932	229	1969	6	0	0
KH.C13.36.v2.A.ND2-1	214	394	621	45	172	26	42	40	247	202	505	196	259	26	57	46
KH.C13.36.v2.R.ND2-1	214	394	621	45	172	26	42	40	247	202	505	196	259	26	57	46
KH.C13.36.v3.A.ND3-1	0	0	0	84	0	0	0	0	0	205	0	100	1	0	0	0
KH.C13.36.v3.R.ND3-1	0	0	0	84	0	0	0	0	0	205	0	100	1	0	0	0
KH.C13.37.v1.B.SL1-1	36	130	83	59	287	287	434	319	16	71	140	267	226	236	309	208
KH.C13.37.v2.B.SL2-1	137	111	0	169	3	354	0	110	154	0	0	176	10	73	141	380
KH.C13.37.v3.B.SL3-1	52	176	270	60	325	267	755	491	131	129	225	22	445	240	480	221
KH.C13.38.v1.B.ND1-1	72	63	149	28	126	158	237	168	142	65	4	83	195	68	151	172
KH.C13.38.v1.B.SL2-1	7	6	10	2	13	17	13	18	14	6	78	7	19	7	13	15
KH.C13.38.v1.B.SL3-1	19	18	34	7	36	46	48	49	41	17	231	21	54	20	39	46
KH.C13.38.v1.R.ND1-1	72	63	149	28	126	158	237	168	142	65	4	83	195	68	151	172
KH.C13.39.v1.A.SL1-1	0	0	0	0	0	0	7	4	0	0	8	38	0	0	0	0
KH.C13.39.v1.A.SL3-1	2	0	1	44	7	11	0	0	3	3	0	15	6	2	3	0
KH.C13.39.v2.A.SL2-1	0	1	0	0	0	0	0	0	0	0	0	1	10	0	0	0
KH.C13.4.v1.A.ND1-1	54	481	374	107	1175	53	903	963	354	266	370	324	484	321	904	1278
KH.C13.4.v1.A.SL2-1	0	0	91	60	271	311	290	153	9	58	148	41	111	86	324	157
KH.C13.4.v1.A.SL3-1	365	167	376	231	418	1380	1116	433	8	54	482	0	1075	1171	683	338
KH.C13.40.v1.B.SL1-1	309	252	303	101	153	94	272	81	90	127	403	286	33	64	162	49
KH.C13.40.v2.B.ND2-1	420	87	620	44	381	43	21	47	80	20	41	62	41	46	41	50
KH.C13.40.v2.B.SL3-1	70	771	0	429	1	351	334	386	681	197	386	627	363	372	411	473
KH.C13.41.v1.A.SL1-1	322	526	1278	160	1467	1274	1833	273	181	418	804	138	1670	1092	1718	1538
KH.C13.41.v1.A.nonSL5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.41.v1.A.nonSL6-1	92	153	305	44	442	389	383	1503	54	114	224	37	488	336	460	429
KH.C13.41.v2.A.ND2-2	0	0	0	0	0	0	0	61	0	60	0	0	0	0	0	0
KH.C13.41.v2.A.nonSL4-2	0	131	0	26	25	125	25	79	62	68	151	25	128	77	127	0
KH.C13.41.v3.A.SL3-2	0	0	189	40	294	5	503	0	0	76	232	98	33	35	160	438
KH.C13.42.v1.B.SL1-1	2930	3810	6650	1940	9637	8145	9137	6652	2638	3164	6116	2425	8055	5647	6273	6276
KH.C13.42.v1.B.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.42.v1.B.SL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.43.v1.C.ND1-1	47	67	58	41	0	37	96	68	45	45	45	54	13	25	33	30
KH.C13.45.v1.C.ND1-1	26	45	73	28	0	2	0	0	28	33	15	29	2	0	1	0
KH.C13.46.v1.B.SL1-1	1206	1218	312	1210	91	227	332	253	1781	2202	741	1410	148	113	250	273
KH.C13.46.v2.B.SL2-1	48	8	24	32	0	0	0	0	8	32	31	126	0	0	0	0
KH.C13.47.v1.C.SL1-1	274	210	251	131	302	171	95	101	244	219	258	119	241	61	45	35
KH.C13.48.v1.A.SL1-1	188	268	119	0	116	0	223	0	226	117	112	261	0	0	187	186
KH.C13.48.v1.A.SL2-1	1	0	76	202	28	194	0	167	0	34	11	0	141	137	0	1
KH.C13.49.v1.A.SL1-1	489	265	116	619	77	57	74	69	313	105	134	675	87	80	73	92
KH.C13.5.v1.B.SL1-1	121	158	134	125	110	249	855	579	91	83	77	146	75	507	1883	1650
KH.C13.50.v1.C.ND1-1	0	0	5	5	0	0	0	1	0	0	1	2	3	0	1	0
KH.C13.51.v1.A.ND1-1	97	39	21	201	128	497	826	328	101	33	27	103	105	258	666	259
KH.C13.51.v1.A.SL2-1	247	97	60	0	312	1200	26	793	248	85	68	274	262	618	45	665
KH.C13.51.v1.R.ND1-1	97	39	21	201	128	497	826	328	101	33	27	103	105	258	666	259
KH.C13.52.v1.A.SL1-1	1034	1014	1134	739	2587	6926	15045	12172	747	734	1010	804	1718	6164	15429	15353
KH.C13.52.v2.A.SL2-1	3758	4375	2192	1314	214	438	561	881	3810	3093	2503	1161	237	849	789	810
KH.C13.53.v1.A.SL1-1	3554	5450	5378	2103	3984	2762	4111	2948	4300	4748	4986	2247	3007	3168	4330	4171
KH.C13.53.v2.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.54.v1.B.ND2-1	0	0	0	0	5	0	0	2	0	0	5	0	0	0	0	1
KH.C13.54.v1.R.ND2-1	0	0	0	0	5	0	0	2	0	0	5	0	0	0	0	1
KH.C13.54.v2.B.SL1-1	662	1094	480	111	0	7	6	0	506	713	545	174	9	1	1	0
KH.C13.55.v1.A.SL1-1	0	456	871	365	1835	1105	1422	821	505	364	977	152	1560	647	605	1851
KH.C13.55.v1.A.SL2-1	0	182	548	93	24	653	734	718	0	200	181	288	870	977	1281	419
KH.C13.55.v1.A.nonSL3-1	406	0	17	0	0	33	0	3	0	0	471	0	1	34	0	0
KH.C13.56.v1.A.SL1-1	205	273	345	144	200	836	791	575	371	228	719	0	205	381	459	576
KH.C13.56.v1.A.SL10-1	306	572	755	0	305	0	0	0	0	0	0	0	0	277	952	439
KH.C13.56.v1.A.SL2-1	0	0	0	101	0	3	0	0	0	96	47	0	679	0	0	0
KH.C13.56.v1.A.SL3-1	0	0	0	3	254	1	1	249	22	12	1	0	28	0	0	2
KH.C13.56.v1.A.SL4-1	0	0	0	173	0	0	0	0	0	0	0	151	176	0	171	0
KH.C13.56.v1.A.nonSL11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.56.v1.A.nonSL5-1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
KH.C13.56.v1.A.nonSL6-1	5	0	184	372	749	579	865	529	276	476	639	411	228	590	37	629
KH.C13.56.v1.A.nonSL7-1	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.56.v1.A.nonSL8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.56.v1.A.nonSL9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.57.v1.C.SL1-1	56	113	101	11	237	262	431	276	42	138	217	56	394	210	315	291
KH.C13.57.v1.C.SL2-1	0	327	720	0	436	1	650	289	0	0	1	0	1	1	0	0
KH.C13.57.v1.C.SL3-1	196	0	0	183	2	449	0	0	283	436	852	217	715	410	338	366
KH.C13.57.v1.C.nonSL10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
KH.C13.57.v1.C.nonSL11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.57.v1.C.nonSL4-1	0	60	0	0	0	0	207	368	279	0	0	49	0	0	0	0
KH.C13.57.v1.C.nonSL5-1	643	370	3	43	233	470	41	175	0	193	0	0	0	40	41	22
KH.C13.57.v1.C.nonSL6-1	75	179	0	0	0	0	0	29	0	300	294	0	0	0	17	0
KH.C13.57.v1.C.nonSL7-1	2	881	1014	547	594	172	418	79	632	817	659	511	270	581	716	575
KH.C13.57.v1.C.nonSL8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.57.v1.C.nonSL9-1	277	131	0	0	0	0	0	0	0	0	1	0	27	0	0	0
KH.C13.59.v1.A.ND2-1	248	0	16	71	0	0	0	0	275	169	0	108	0	0	0	0
KH.C13.59.v1.A.SL1-1	0	196	0	22	0	0	0	0	0	0	16	0	0	0	0	0
KH.C13.59.v1.A.SL3-1	0	0	0	0	4	7	8	16	0	0	0	0	7	2	0	0
KH.C13.6.v1.A.ND2-1	0	0	0	12	0	124	0	132	0	0	33	0	133	25	0	47
KH.C13.6.v1.A.nonSL3-1	0	58	0	0	0	0	0	83	0	0	82	0	26	0	19	0
KH.C13.6.v1.A.nonSL4-1	0	0	25	0	442	0	49	0	24	98	0	0	0	0	0	4
KH.C13.6.v2.A.SL1-1	372	347	1115	303	1755	1658	2103	1413	292	212	914	316	2022	1667	1953	1704
KH.C13.60.v1.B.SL1-1	256	186	55	155	8	37	17	17	208	107	79	167	24	10	14	9
KH.C13.61.v1.C.ND1-1	126	120	843	62	1882	152	27	37	72	129	496	82	982	180	4	25
KH.C13.62.v1.A.SL1-1	0	0	0	0	0	0	0	86	1	0	0	17	0	113	0	29
KH.C13.62.v1.A.nonSL2-1	14	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.62.v1.A.nonSL3-1	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0
KH.C13.62.v1.A.nonSL4-1	38	233	73	53	171	73	218	0	0	0	143	0	223	73	36	363
KH.C13.62.v1.A.nonSL5-1	0	0	0	0	0	460	0	514	0	0	0	0	0	0	0	0
KH.C13.62.v1.A.nonSL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.62.v1.A.nonSL7-1	33	0	14	0	1	97	752	94	90	95	26	115	63	45	493	173
KH.C13.62.v1.A.nonSL8-1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.63.v1.A.ND1-1	14	0	1	112	5	0	0	1	7	0	0	66	0	0	0	1
KH.C13.64.v1.A.ND1-1	6	0	0	2	4	0	0	0	8	0	0	9	0	0	0	0
KH.C13.65.v1.C.ND1-1	68	98	154	66	53	33	18	16	111	126	62	122	33	5	4	16
KH.C13.66.v3.A.SL2-1	7	1889	0	924	0	308	479	178	2410	1806	323	1	159	142	321	112
KH.C13.66.v4.A.ND1-1	2743	1458	1009	1306	2570	2262	1569	2113	649	704	614	1742	1174	1386	1550	1508
KH.C13.66.v4.A.SL3-1	165	901	1813	668	1822	3679	2964	1239	1066	157	1029	714	1950	2247	1654	916
KH.C13.66.v4.R.ND1-1	2743	1458	1009	1306	2570	2262	1569	2113	649	704	614	1742	1174	1386	1550	1508
KH.C13.67.v1.A.ND3-1	414	1005	971	403	798	876	672	715	548	741	745	674	524	1328	1248	1032
KH.C13.67.v2.A.SL4-1	67	0	0	40	0	0	0	0	114	13	0	26	0	0	0	0
KH.C13.67.v3.A.SL1-1	572	1484	208	262	188	331	182	273	486	545	297	458	0	462	430	479
KH.C13.67.v4.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.67.v5.A.SL2-1	130	176	377	127	252	151	112	101	0	251	127	440	165	303	175	276
KH.C13.67.v5.A.nonSL5-1	44	43	13	24	34	22	10	21	24	21	357	20	38	20	15	17
KH.C13.67.v5.A.nonSL6-1	2978	2831	1689	1926	1982	1233	2014	1204	1490	1689	285	1742	2436	1067	1347	1284
KH.C13.67.v5.A.nonSL7-1	1	1	0	0	1	0	0	0	0	0	5	0	1	0	0	0
KH.C13.67.v5.A.nonSL8-1	178	172	66	104	131	84	58	82	95	90	1515	89	152	74	68	72
KH.C13.68.v1.A.SL1-1	1123	1057	1052	1936	817	464	571	449	1538	1263	1241	1923	758	542	582	518
KH.C13.68.v2.A.ND2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.68.v2.R.ND2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.69.v1.C.ND1-1	0	0	185	0	256	165	86	52	0	0	102	65	0	48	0	65
KH.C13.69.v1.C.nonSL2-1	0	47	0	19	0	0	0	9	62	19	0	0	79	0	17	0
KH.C13.69.v1.C.nonSL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.69.v1.C.nonSL4-1	0	0	0	0	0	0	0	0	0	20	0	0	82	0	0	0
KH.C13.69.v1.C.nonSL5-1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
KH.C13.7.v1.A.SL1-1	1730	2227	2669	1943	1980	1866	2220	1657	1781	2054	2371	2233	1499	1907	2138	1704
KH.C13.70.v1.A.SL1-1	11	21	1940	967	3682	4747	5294	4277	162	688	2155	711	3290	4767	6179	3955
KH.C13.70.v1.A.SL2-1	705	1307	0	25	0	1	220	41	2	416	0	1	0	13	49	123
KH.C13.70.v1.A.SL3-1	86	165	0	179	1	44	447	258	1229	48	0	793	0	355	802	1468
KH.C13.71.v1.A.SL1-1	306	830	376	137	169	211	182	153	380	810	476	234	524	266	192	220
KH.C13.71.v2.A.SL2-1	0	0	0	61	218	500	483	345	78	0	421	215	662	310	383	363
KH.C13.72.v1.B.ND1-1	159	167	346	147	508	442	668	417	169	135	641	156	816	1150	1206	1710
KH.C13.73.v1.A.SL1-1	2730	5014	3628	2070	3203	4067	4951	3549	3343	4358	4603	2334	2880	2872	4074	3718
KH.C13.74.v1.A.ND1-1	0	0	0	5	10	0	0	0	0	47	81	14	52	0	0	0
KH.C13.74.v1.A.SL5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.74.v1.A.nonSL2-1	12	0	8	0	22	452	395	394	0	0	0	8	1	608	0	13
KH.C13.74.v1.A.nonSL3-1	0	0	229	41	742	0	404	230	19	0	72	0	100	115	418	308
KH.C13.74.v1.A.nonSL4-1	0	29	0	0	0	189	0	0	0	0	157	64	445	0	326	428
KH.C13.75.v1.B.ND1-1	2	27	8	9	6	6	9	4	15	6	4	5	1	10	5	0
KH.C13.76.v1.A.ND1-1	198	226	133	296	33	68	59	32	227	132	115	169	32	7	17	10
KH.C13.76.v2.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.76.v3.A.SL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.77.v1.B.SL1-1	2053	1396	2967	800	4533	3202	4833	3372	1947	962	3464	1536	6386	2566	3935	3972
KH.C13.77.v1.B.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.77.v1.B.SL3-1	0	511	0	831	433	370	0	0	41	831	0	286	0	291	0	17
KH.C13.78.v1.A.SL1-1	3542	3275	1208	1540	524	748	912	661	301	480	1604	238	304	387	569	574
KH.C13.78.v1.A.SL2-1	815	776	229	343	130	188	149	166	4689	3092	369	1946	72	98	124	131
KH.C13.79.v1.A.ND1-1	39956	42110	5135	29915	998	564	407	363	25226	29706	4621	18629	433	617	584	560
KH.C13.8.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.8.v1.A.SL3-1	285	67	596	292	903	1295	2198	1349	269	482	1101	371	1314	504	687	684
KH.C13.8.v1.A.SL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.8.v2.A.SL2-1	0	62	373	0	0	0	0	0	0	0	0	0	0	45	42	0
KH.C13.8.v2.A.nonSL4-1	372	1	374	345	483	199	0	97	285	297	497	196	0	0	0	0
KH.C13.8.v2.A.nonSL5-1	0	5	5	0	0	0	0	0	0	0	0	0	1	7	6	0
KH.C13.8.v2.A.nonSL7-1	65	20	198	20	491	0	0	0	0	0	726	0	639	1158	1375	1075
KH.C13.8.v2.A.nonSL8-1	0	687	0	40	0	0	0	0	0	0	4	0	0	0	0	0
KH.C13.80.v1.A.SL1-1	386	0	0	0	0	0	0	0	77	0	76	230	136	0	0	0
KH.C13.80.v1.A.SL2-1	3162	3307	2263	1438	787	144	201	152	2579	2158	618	1065	5	29	55	65
KH.C13.80.v2.A.SL3-1	545	1731	1468	245	682	0	17	35	227	1798	3612	698	2284	0	0	0
KH.C13.81.v1.B.ND1-1	123	92	71	45	22	35	7	14	87	69	82	156	49	2	9	10
KH.C13.82.v1.B.ND1-1	12	23	0	0	71	0	0	0	8	0	45	19	98	24	0	0
KH.C13.82.v1.B.SL2-1	1	1	105	31	4	119	123	107	0	40	2	1	5	1	67	104
KH.C13.82.v1.R.ND1-1	12	23	0	0	71	0	0	0	8	0	45	19	98	24	0	0
KH.C13.83.v1.C.ND1-1	31	26	45	107	95	51	64	20	41	41	94	48	87	38	51	21
KH.C13.84.v1.C.ND1-1	42	11	19	33	11	23	27	16	11	26	39	2	45	6	24	11
KH.C13.85.v1.A.SL1-1	347	600	1480	364	1834	1823	2157	1648	407	419	1385	441	1259	1641	1921	1557
KH.C13.86.v1.A.SL1-1	2157	3479	5555	2997	5815	5814	7656	5512	2391	2765	5950	2618	5027	5717	6851	6732
KH.C13.86.v1.A.nonSL2-1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.87.v1.A.SL1-1	6544	4083	1046	1214	1213	976	1649	1263	5968	4361	1107	1573	1176	627	1191	1427
KH.C13.88.v1.A.SL1-1	4830	11858	12185	4442	8699	7589	6971	5529	7479	10647	12421	6771	6242	5742	6200	5570
KH.C13.89.v1.A.ND2-1	41	546	47	230	124	79	0	5	12	4	598	2	41	211	36	44
KH.C13.89.v1.A.SL1-1	153	0	2	0	1	1	0	0	0	1	0	0	727	2	329	0
KH.C13.89.v1.A.nonSL11-1	0	0	995	0	3	25	40	78	932	523	375	0	239	319	0	104
KH.C13.89.v1.A.nonSL3-1	4	0	118	0	41	587	17	592	0	9	0	22	66	78	67	16
KH.C13.89.v1.A.nonSL4-1	0	0	35	0	6	2	4	5	54	25	19	0	13	20	0	75
KH.C13.89.v1.A.nonSL5-1	803	9	23	360	312	17	6	80	16	85	20	34	133	753	801	904
KH.C13.89.v1.A.nonSL6-1	0	0	147	62	1232	362	133	2	0	48	11	0	514	214	9	116
KH.C13.89.v1.A.nonSL7-1	34	0	4	0	0	0	0	0	0	0	0	0	167	1	69	0
KH.C13.89.v1.A.nonSL8-1	0	0	122	73	360	620	1443	559	123	122	357	1020	374	0	388	431
KH.C13.89.v1.A.nonSL9-1	0	0	0	9	0	0	0	0	0	2	0	0	0	0	2	4
KH.C13.89.v1.R.ND2-1	41	546	47	230	124	79	0	5	12	4	598	2	41	211	36	44
KH.C13.89.v2.A.SL10-1	0	0	95	0	0	0	0	0	0	59	163	0	0	0	0	0
KH.C13.9.v1.C.ND1-1	972	887	2394	728	5568	5630	6705	5929	599	615	2144	718	3879	3097	5829	5806
KH.C13.90.v1.A.SL1-1	754	0	21	770	0	0	0	66	0	0	0	403	57	0	41	15
KH.C13.90.v2.A.SL3-1	1300	95	76	4795	23	75	0	0	1918	84	63	3587	61	125	43	75
KH.C13.90.v3.A.SL2-1	1863	421	12	2616	120	236	239	136	898	295	14	2386	25	23	80	56
KH.C13.91.v1.A.SL1-1	268	121	291	61	398	0	16	0	0	113	44	4	234	129	66	190
KH.C13.91.v2.A.SL1-2	1156	1943	1989	1744	2279	2950	3508	2620	2191	1579	2145	2173	1787	1710	2267	2068
KH.C13.92.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.92.v1.A.SL2-1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
KH.C13.92.v1.A.SL3-1	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
KH.C13.92.v1.A.SL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.92.v1.A.nonSL5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.92.v2.A.ND4-1	62	0	28	47	235	72	607	162	0	11	29	39	312	88	54	108
KH.C13.92.v2.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
KH.C13.92.v2.A.SL2-1	0	0	54	0	0	0	0	0	2	8	0	1	0	0	0	0
KH.C13.92.v2.A.SL6-1	0	29	0	0	213	170	275	425	0	0	47	0	415	212	327	305
KH.C13.92.v2.A.SL7-1	0	0	0	0	0	228	6	0	0	0	0	0	0	0	168	192
KH.C13.92.v2.A.nonSL5-1	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
KH.C13.93.v1.A.SL1-1	1002	1789	1998	639	1378	1132	1401	1008	1221	2026	1789	661	1218	934	1170	1199
KH.C13.94.v1.B.ND1-1	647	492	412	430	530	614	778	538	885	447	288	418	263	478	819	761
KH.C13.95.v1.B.ND1-1	311	137	151	104	81	27	243	195	92	158	107	59	89	42	195	320
KH.C13.96.v1.B.ND3-1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.96.v1.R.ND3-1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.96.v2.B.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C13.96.v3.B.SL2-1	713	952	824	564	889	627	806	643	783	876	756	592	728	802	1025	890
KH.C13.96.v4.B.SL4-1	0	136	0	0	0	27	21	0	0	0	0	0	0	0	0	0
KH.C13.97.v1.A.SL1-1	571	358	75	490	16	0	10	1	411	226	58	561	3	0	3	2
KH.C13.98.v1.A.ND1-1	286	109	0	65	0	0	0	0	217	195	0	65	22	22	65	22
KH.C13.98.v2.A.SL2-1	94	480	383	117	557	1223	2628	1918	153	226	506	155	319	549	1033	994
KH.C13.99.v1.A.SL1-1	616	136	589	340	1224	612	1490	1134	746	113	562	362	1502	431	1061	905
KH.C13.99.v2.A.SL2-1	726	565	1079	112	2275	1757	1076	1124	232	492	916	125	2474	1467	1527	1465
KH.C14.1.v1.A.ND1-1	68	144	3	39	9	10	4	2	52	91	0	24	0	2	4	0
KH.C14.10.v1.C.SL2-1	17	11	0	0	0	0	0	9	0	0	0	0	0	684	1	62
KH.C14.10.v1.C.SL3-1	587	662	1400	467	1645	1266	1466	1128	637	552	1011	633	999	552	1864	1550
KH.C14.10.v2.C.ND1-1	0	0	0	86	0	85	211	67	0	0	0	0	62	36	31	35
KH.C14.100.v1.A.ND1-1	7	5	0	5	1	1	0	0	7	12	0	3	0	1	0	0
KH.C14.101.v1.A.ND1-1	1928	883	33	860	10	5	6	32	3036	690	30	1229	7	6	8	32
KH.C14.102.v1.C.ND1-1	20	18	24	46	0	8	2	0	15	28	66	77	22	4	2	4
KH.C14.102.v1.C.SL2-1	0	0	0	0	0	0	0	0	34	0	3	0	0	0	0	0
KH.C14.102.v1.C.SL3-1	0	26	25	6	11	10	9	2	6	6	0	0	20	15	5	4
KH.C14.103.v1.A.SL1-1	3365	405	373	870	556	665	203	364	232	243	309	56	468	352	587	596
KH.C14.103.v1.A.SL2-1	2242	6830	5992	1576	8604	7076	7055	5510	3704	4654	5485	1128	7905	3594	6937	6571
KH.C14.103.v1.A.nonSL3-1	319	40	1059	152	59	121	592	122	2521	446	796	1869	357	694	51	56
KH.C14.103.v1.A.nonSL4-1	1992	242	206	991	338	677	107	688	400	314	329	645	280	857	341	352
KH.C14.103.v1.A.nonSL5-1	1533	187	153	759	264	530	77	537	311	240	253	492	217	671	260	270
KH.C14.104.v1.B.ND1-1	139	54	324	57	724	638	642	508	83	57	264	74	516	654	822	787
KH.C14.104.v1.B.SL3-1	0	99	41	107	3	0	0	1	151	108	0	142	0	122	217	27
KH.C14.104.v1.R.ND1-1	139	54	324	57	724	638	642	508	83	57	264	74	516	654	822	787
KH.C14.104.v2.B.SL2-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C14.105.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C14.105.v1.A.nonSL16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C14.105.v1.A.nonSL9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C14.105.v2.A.ND2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C14.105.v2.A.nonSL10-1	1147	1813	2127	1365	2455	2355	2178	1983	1472	1736	2364	1970	1519	2777	3007	2536
KH.C14.105.v2.A.nonSL11-1	482	519	565	754	864	986	1328	614	187	235	921	824	860	896	1492	1172
KH.C14.105.v2.A.nonSL12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
