target_id	SRR25223640	SRR25223641	SRR25223642	SRR25223643	SRR25223644	SRR25223645	SRR25223646	SRR25223647	SRR25223648	SRR25223649	SRR25223650	SRR25223651	SRR25223652	SRR25223653	SRR25223654	SRR25223655
KH.C4.689.v1.A.nonSL4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.689.v1.R.ND1-1	0	0	0	0	0	26	0	0	0	52	0	9	0	0	0	0
KH.C4.689.v2.A.SL3-1	112	110	87	148	120	248	904	560	36	0	130	64	126	393	628	621
KH.C4.69.v1.A.ND2-1	0	0	95	0	0	380	94	190	0	0	188	0	0	190	94	0
KH.C4.69.v1.A.SL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.69.v1.A.SL4-1	0	41	936	105	1440	575	1460	1049	282	216	857	552	2070	1468	1105	771
KH.C4.69.v1.A.nonSL5-1	0	0	330	328	556	573	589	628	301	163	280	75	228	204	883	392
KH.C4.69.v1.A.nonSL6-1	554	773	223	201	620	454	1111	383	0	157	28	0	0	463	1242	2009
KH.C4.69.v2.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.69.v2.R.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.690.v1.A.SL1-1	1016	612	426	492	497	773	891	662	164	258	562	387	621	661	610	702
KH.C4.691.v1.A.SL1-1	1372	1361	1934	961	1964	1385	1346	1301	1162	670	769	1171	722	2002	1933	1658
KH.C4.692.v1.A.ND1-1	219	0	0	73	109	145	36	145	0	0	72	0	182	0	36	109
KH.C4.692.v1.A.SL2-1	53	393	1192	180	2441	2001	5468	4137	240	320	893	252	1416	2137	4913	5519
KH.C4.693.v1.A.ND1-1	143	57	285	252	3	10	3	5	149	101	444	240	6	3	4	1
KH.C4.694.v1.A.ND1-1	81	5	1	260	0	1	0	3	48	2	0	276	2	1	1	1
KH.C4.695.v1.A.ND1-1	697	891	133	203	107	115	109	118	287	360	145	170	101	38	25	28
KH.C4.696.v1.A.SL1-1	325	437	523	138	700	985	1994	1421	297	353	639	209	932	1083	1771	1945
KH.C4.696.v2.A.ND2-1	0	0	33	16	33	9	0	0	0	17	0	29	45	7	68	58
KH.C4.697.v1.A.SL1-1	1293	1707	3766	2138	1442	11	14	13	1578	1467	4425	3018	2262	10	10	15
KH.C4.698.v1.A.SL1-1	181	0	203	0	227	1481	1446	969	57	0	0	0	57	170	113	170
KH.C4.698.v1.A.SL2-1	0	179	1	230	247	2	86	0	153	149	182	176	319	1243	1209	948
KH.C4.699.v1.A.SL1-1	2286	4598	5258	2747	3652	5260	5651	4025	3013	3083	7347	3348	3010	4822	4921	4132
KH.C4.7.v1.A.SL1-1	0	68	12	0	0	0	0	0	13	21	28	59	0	0	0	0
KH.C4.7.v1.A.SL2-1	103	0	14	0	1	4	3	0	0	0	0	0	4	4	0	5
KH.C4.7.v2.A.ND4-1	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0
KH.C4.7.v3.A.ND3-1	0	27	0	0	0	0	0	12	50	0	0	27	0	0	0	0
KH.C4.7.v3.A.SL5-1	0	0	0	164	0	0	0	0	0	109	0	95	0	0	0	0
KH.C4.7.v3.R.ND3-1	0	27	0	0	0	0	0	12	50	0	0	27	0	0	0	0
KH.C4.7.v4.A.SL1-1	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0
KH.C4.7.v4.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.70.v1.A.ND1-1	64	249	28	472	21	0	1	1	265	159	27	454	1	1	1	0
KH.C4.700.v1.A.ND1-1	151	74	181	169	915	1288	1607	1514	180	40	159	212	964	917	1819	1522
KH.C4.701.v2.A.ND1-1	66	144	0	4	1	0	3	0	0	0	13	0	144	0	0	0
KH.C4.701.v2.A.SL2-1	0	0	444	149	1136	2151	2632	1683	172	155	307	193	357	2642	2788	2220
KH.C4.701.v2.R.ND1-1	66	144	0	4	1	0	3	0	0	0	13	0	144	0	0	0
KH.C4.702.v1.A.ND1-1	31	20	26	203	31	69	67	65	82	39	11	200	38	250	259	176
KH.C4.703.v1.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.703.v1.A.SL17-1	15	35	442	9	327	73	31	32	2	8	86	3	24	217	66	613
KH.C4.703.v1.A.SL5-1	612	1298	736	401	506	2335	2968	1035	57	354	1529	137	900	1983	3053	2880
KH.C4.703.v1.A.SL8-1	0	0	586	0	936	648	1513	2186	85	0	161	154	1498	1095	776	103
KH.C4.703.v1.A.nonSL10-1	0	0	79	0	1428	77	2	2	1	25	1	0	716	25	14	20
KH.C4.703.v1.A.nonSL11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118
KH.C4.703.v1.A.nonSL12-1	0	0	9	1	31	12	15	2	27	27	142	21	151	1	0	6
KH.C4.703.v1.A.nonSL13-1	0	0	96	6	222	5	194	17	197	226	1	1	10	9	4	51
KH.C4.703.v1.A.nonSL14-1	0	0	2	0	7	3	2	1	6	6	30	4	33	0	0	1
KH.C4.703.v1.A.nonSL15-1	0	0	68	0	0	200	136	55	0	70	0	0	0	0	0	5
KH.C4.703.v1.A.nonSL16-1	0	0	5	0	19	7	8	1	17	16	85	12	91	1	0	4
KH.C4.703.v1.A.nonSL18-1	0	1	470	0	26	6	12	7	0	2	2	0	393	17	18	98
KH.C4.703.v1.A.nonSL19-1	5	12	134	3	120	27	9	12	1	3	30	1	9	81	22	212
KH.C4.703.v1.A.nonSL2-1	0	0	56	131	131	93	118	311	12	0	20	18	198	158	90	13
KH.C4.703.v1.A.nonSL3-1	0	0	53	3	136	51	103	10	120	133	133	106	6	5	2	30
KH.C4.703.v1.A.nonSL4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
KH.C4.703.v1.A.nonSL6-1	0	0	30	2	83	31	54	6	73	79	399	62	413	3	1	18
KH.C4.703.v1.A.nonSL7-1	0	0	17	1	51	19	29	4	45	46	238	36	250	2	1	11
KH.C4.703.v1.A.nonSL9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
KH.C4.703.v1.R.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.704.v1.A.SL1-1	6	6	0	7	0	0	1	0	0	0	0	9	20	0	0	0
KH.C4.705.v1.A.ND1-1	486	546	501	919	182	59	45	41	1714	1748	456	916	205	31	36	58
KH.C4.706.v1.A.ND1-1	17	60	89	28	214	9	36	16	18	35	226	17	269	13	12	15
KH.C4.707.v1.A.ND1-1	264	0	232	113	178	0	0	113	225	173	0	0	38	144	113	75
KH.C4.707.v2.A.SL2-1	24	247	0	14	2	214	228	97	51	0	182	267	175	2	119	174
KH.C4.708.v1.A.ND1-1	3505	2838	355	1286	141	195	234	146	4543	1885	378	1282	118	49	38	62
KH.C4.709.v1.A.SL1-1	12	39	21	21	1	17	33	10	51	71	38	28	7	10	14	21
KH.C4.71.v1.A.SL1-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	6
KH.C4.71.v1.A.SL2-1	2613	3334	330	2618	28	25	26	15	2099	2896	412	2922	20	20	0	0
KH.C4.710.v1.A.ND1-1	31	37	27	20	4	11	8	8	17	57	16	15	16	30	41	32
KH.C4.711.v1.A.ND1-1	0	0	0	0	2	2	3	2	0	2	7	0	0	17	5	14
KH.C4.712.v1.A.SL1-1	55	338	237	168	170	483	1341	989	128	242	281	117	148	666	1422	1263
KH.C4.713.v1.A.SL1-1	48	44	8	233	1	1	5	1	83	67	70	243	1	0	1	0
KH.C4.714.v1.A.SL1-1	1558	1600	6	495	1	5	16	2	848	1033	6	634	1	2	4	1
KH.C4.715.v1.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.715.v1.A.SL4-1	0	2	0	69	1	0	0	0	1	59	0	3	0	0	1	0
KH.C4.715.v1.A.nonSL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.715.v1.A.nonSL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.716.v1.A.ND1-1	551	247	357	851	384	0	0	137	82	172	192	522	110	0	27	0
KH.C4.716.v1.A.SL3-1	99	85	188	481	406	273	192	47	187	0	388	223	580	165	135	123
KH.C4.716.v2.A.SL2-1	35	23	53	26	56	4	10	15	0	5	16	52	59	31	18	12
KH.C4.717.v1.A.ND1-1	12	9	6	14	0	0	0	2	19	6	9	5	4	10	3	0
KH.C4.718.v1.A.SL1-1	1786	2300	877	1105	1381	1724	1979	1543	1282	1666	1299	824	3854	2013	2673	2064
KH.C4.719.v1.A.SL1-1	6812	2766	1072	3857	5439	7902	7732	7301	4362	2300	1075	4171	6572	5478	10446	8944
KH.C4.72.v1.A.SL1-1	641	137	78	615	26	22	17	17	599	113	46	567	18	27	15	11
KH.C4.720.v1.A.SL1-1	180	911	363	342	434	591	703	483	261	201	248	510	338	276	307	289
KH.C4.721.v1.A.ND1-1	95	78	149	79	518	576	724	631	116	50	195	74	450	504	648	650
KH.C4.722.v1.A.ND1-1	220	64	17	90	46	7	6	0	150	39	79	0	46	1	4	2
KH.C4.722.v1.A.nonSL2-1	0	4	3	8	0	0	0	1	0	4	0	13	0	0	0	0
KH.C4.722.v1.A.nonSL3-1	0	83	84	166	0	0	0	15	0	83	0	295	0	0	0	0
KH.C4.722.v1.R.ND1-1	220	64	17	90	46	7	6	0	150	39	79	0	46	1	4	2
KH.C4.723.v1.A.SL1-1	285	1169	1686	79	4040	880	1514	2193	294	983	1162	573	422	2024	5960	4757
KH.C4.723.v1.A.SL2-1	1947	1091	1745	1195	2327	3835	5876	4726	1373	582	1161	509	5166	1236	3487	4942
KH.C4.723.v2.A.SL3-1	195	251	263	150	979	311	513	793	231	170	70	218	715	189	210	0
KH.C4.724.v1.A.SL1-1	1371	4073	8392	2186	3910	3797	3135	2901	3786	5993	9856	3146	2383	3958	4442	3259
KH.C4.724.v1.A.nonSL2-1	9329	18209	16985	2885	14367	10891	14136	8690	7224	11405	19617	3733	14683	9004	10466	11205
KH.C4.725.v1.A.SL1-1	1101	823	1575	334	2445	1785	2071	1652	517	675	2054	395	4700	1268	2183	2061
KH.C4.726.v1.A.ND1-1	0	190	88	159	679	476	308	699	161	153	308	110	691	219	811	334
KH.C4.726.v1.A.nonSL2-1	0	2	0	2	16	28	29	20	0	0	8	68	8	938	26	46
KH.C4.726.v1.A.nonSL3-1	6	53	6	54	369	627	1720	449	0	0	213	0	197	827	814	1289
KH.C4.726.v1.A.nonSL4-1	3	24	2	23	169	288	620	206	0	0	93	0	88	383	345	560
KH.C4.726.v1.A.nonSL5-1	354	0	611	0	2	537	1	56	0	0	2	0	142	12	0	2
KH.C4.726.v1.A.nonSL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.726.v1.R.ND1-1	0	190	88	159	679	476	308	699	161	153	308	110	691	219	811	334
KH.C4.727.v1.A.SL1-1	78	361	902	594	342	0	0	0	143	653	681	0	261	542	0	4
KH.C4.727.v1.A.SL2-1	696	0	0	129	508	247	616	248	602	129	636	864	1108	0	1273	368
KH.C4.727.v1.A.SL3-1	4850	4773	3386	5525	3563	3634	6208	5319	5249	3608	2310	5248	2345	3686	6910	7213
KH.C4.728.v1.A.ND1-1	236	41	1	92	1	4	1	2	79	46	5	53	1	0	0	2
KH.C4.729.v1.A.SL1-1	340	0	260	190	1402	2134	2620	1727	181	71	78	235	732	947	1336	1159
KH.C4.729.v1.A.SL2-1	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.73.v1.A.nonSL1-1	0	5	0	167	1	6	0	0	4	5	1	0	0	0	0	0
KH.C4.73.v2.A.nonSL1-1	0	0	9	205	0	0	0	0	0	0	0	45	3	0	0	0
KH.C4.730.v1.A.ND1-1	39	20	22	33	30	2	1	1	16	23	29	27	25	5	3	3
KH.C4.731.v1.A.ND1-1	42	42	49	14	68	53	0	39	15	39	48	21	43	44	19	50
KH.C4.731.v1.A.nonSL2-1	0	0	0	0	0	0	145	0	0	0	0	0	0	0	81	0
KH.C4.731.v1.R.ND1-1	42	42	49	14	68	53	0	39	15	39	48	21	43	44	19	50
KH.C4.732.v1.A.SL1-1	28	82	155	78	242	406	444	393	64	96	130	59	166	493	439	523
KH.C4.732.v1.A.SL2-1	72	102	252	31	534	444	896	531	56	82	204	41	340	478	830	763
KH.C4.733.v2.A.SL1-1	62	117	127	52	190	206	363	284	87	111	110	60	339	271	428	328
KH.C4.734.v1.A.ND1-1	568	107	131	471	19	7	5	7	348	88	89	538	36	12	6	14
KH.C4.735.v1.A.SL1-1	583	1517	3971	776	5545	5235	6894	5163	898	1150	3232	899	4241	5243	5830	6227
KH.C4.736.v1.A.ND1-1	733	646	461	410	4	26	10	11	497	651	378	650	25	6	14	12
KH.C4.737.v1.A.ND1-1	0	352	679	0	957	302	75	353	25	123	351	50	354	529	477	277
KH.C4.737.v1.A.SL2-1	501	860	1197	775	1661	2407	154	1475	11	881	188	42	746	1290	3562	505
KH.C4.737.v1.A.SL3-1	472	371	2156	235	6531	5882	10689	6199	740	15	2555	702	6139	5331	5854	8797
KH.C4.738.v1.A.SL1-1	86	234	440	84	1030	966	1644	876	96	122	549	107	1644	926	1174	1467
KH.C4.739.v1.A.SL1-1	3534	1855	1763	1372	3978	4196	4732	3306	428	865	383	249	3819	511	1948	760
KH.C4.739.v1.A.SL2-1	268	811	2347	56	2260	1729	797	1870	2290	1054	2188	1534	1069	2612	3166	4414
KH.C4.74.v1.A.ND1-1	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0
KH.C4.740.v1.A.ND1-1	846	1294	1342	812	1482	1412	1499	1090	931	1009	1260	604	977	1581	1608	1640
KH.C4.741.v1.A.ND1-1	1	124	99	0	0	0	0	80	0	0	0	0	21	53	0	0
KH.C4.741.v1.A.nonSL2-1	3971	3753	2429	2572	2970	4596	6316	4338	2878	2338	2834	3030	2291	4878	6238	5115
KH.C4.741.v1.A.nonSL3-1	332	379	257	644	81	786	2	953	450	487	532	1	879	940	1202	1126
KH.C4.741.v1.A.nonSL4-1	30	35	527	54	1282	80	1418	97	44	40	46	562	82	97	96	97
KH.C4.741.v1.R.ND1-1	1	124	99	0	0	0	0	80	0	0	0	0	21	53	0	0
KH.C4.742.v1.A.ND1-1	22	49	126	265	151	151	209	148	31	64	121	266	322	216	198	206
KH.C4.743.v1.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.743.v1.A.SL2-1	7	3	2	0	0	0	1	0	1	0	2	10	0	0	1	2
KH.C4.744.v2.A.SL1-1	839	645	1329	935	995	464	457	422	922	600	1972	989	1700	552	513	484
KH.C4.745.v1.A.ND1-1	73	99	257	16	186	147	156	109	102	65	210	77	158	135	120	177
KH.C4.746.v1.A.ND1-1	71	113	332	173	392	253	482	279	157	143	445	122	282	413	485	403
KH.C4.746.v1.A.SL2-1	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
KH.C4.746.v1.A.SL3-1	134	162	0	0	30	192	145	201	0	0	0	5	159	0	0	0
KH.C4.747.v1.A.ND1-1	396	240	78	140	194	163	431	268	195	207	101	131	117	142	354	286
KH.C4.748.v1.A.ND1-1	1687	1945	1679	1843	1338	1582	2234	1643	1726	1676	1622	1930	1083	1918	1866	1768
KH.C4.749.v1.A.ND1-1	131	189	210	152	185	93	117	101	119	134	147	239	98	177	167	150
KH.C4.75.v1.A.SL1-1	601	731	526	388	573	1640	1687	847	779	713	526	589	343	688	791	898
KH.C4.75.v1.A.SL2-1	3652	3351	1643	4441	2045	2018	5012	4118	3479	2581	1355	3733	1567	2796	5706	4918
KH.C4.75.v2.A.SL1-2	8	24	36	6	6	1	0	0	9	34	33	12	2	0	0	0
KH.C4.75.v2.A.SL2-2	131	241	202	262	37	1	0	2	85	242	134	212	16	3	0	2
KH.C4.750.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.750.v1.A.nonSL10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.750.v1.A.nonSL11-1	0	0	173	110	183	13	77	0	107	42	104	0	28	85	0	7
KH.C4.750.v1.A.nonSL12-1	159	502	342	545	395	694	584	592	462	386	312	458	44	480	583	348
KH.C4.750.v1.A.nonSL13-1	2	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0
KH.C4.750.v1.A.nonSL14-1	0	0	0	0	0	0	161	0	0	0	0	0	0	32	0	0
KH.C4.750.v1.A.nonSL15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.750.v1.A.nonSL2-1	301	0	69	0	4	230	130	235	0	104	65	0	51	0	291	440
KH.C4.750.v1.A.nonSL3-1	0	0	11	0	2	0	0	38	0	0	0	0	0	0	0	27
KH.C4.750.v1.A.nonSL4-1	81	203	0	323	294	170	383	0	202	294	207	436	301	0	0	0
KH.C4.750.v1.A.nonSL5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.750.v1.A.nonSL6-1	0	0	1	1	3	41	0	0	2	0	1	0	7	1	0	0
KH.C4.750.v1.A.nonSL7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.750.v1.A.nonSL8-1	0	0	0	0	0	0	0	0	0	0	1	0	231	37	363	4
KH.C4.750.v1.A.nonSL9-1	0	0	108	0	10	0	0	249	0	0	0	0	0	0	0	201
KH.C4.752.v1.A.ND1-1	0	5	0	2	4	0	0	2	0	5	2	0	0	3	2	3
KH.C4.753.v1.A.SL1-1	2299	2864	1069	2378	1405	1148	1790	1350	2700	1919	1609	2402	1699	885	1448	1241
KH.C4.754.v1.A.ND1-1	10	40	10	5	10	0	0	0	26	26	4	6	11	0	0	1
KH.C4.755.v1.A.ND1-1	9	25	6	16	11	13	8	20	13	7	11	11	6	1	0	6
KH.C4.756.v1.A.SL1-1	6813	6440	7821	5746	12369	9461	5466	5108	7386	4709	6061	5352	10845	4719	5251	5865
KH.C4.756.v2.A.SL2-1	2696	732	636	9	1287	0	0	0	98	2	1	252	1226	317	569	126
KH.C4.757.v1.A.ND1-1	126	122	812	99	1145	1478	1986	1434	99	118	735	99	1229	1503	1974	2083
KH.C4.757.v2.A.SL2-1	28	12	147	36	476	108	206	130	56	47	69	15	0	304	233	0
KH.C4.758.v1.A.SL1-1	0	731	1172	119	996	953	976	991	355	964	1197	513	483	595	1285	275
KH.C4.758.v1.A.SL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.758.v1.A.SL4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.758.v1.A.SL5-1	568	0	41	441	0	294	766	130	260	6	249	208	707	480	121	770
KH.C4.758.v2.A.SL2-1	6	124	118	0	315	75	165	116	105	35	213	116	0	207	233	283
KH.C4.759.v1.A.SL1-1	0	0	32	0	0	0	0	0	0	0	31	32	0	0	0	0
KH.C4.759.v1.A.SL2-1	131	68	3	131	50	7	2	1	82	39	136	148	127	2	1	0
KH.C4.76.v1.A.ND1-1	469	1144	164	638	123	370	175	226	820	328	1082	815	581	205	175	263
KH.C4.76.v1.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.76.v1.A.SL3-1	2051	1631	2378	1951	2279	1574	2428	1584	1540	2284	3035	1536	2054	1755	2356	1962
KH.C4.76.v1.A.SL5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.76.v1.A.nonSL4-1	0	0	263	22	91	169	0	0	274	314	0	0	0	47	0	0
KH.C4.76.v1.A.nonSL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.760.v1.A.SL1-1	1230	1175	1056	1016	576	15	25	317	917	942	1822	1012	1089	9	36	104
KH.C4.760.v1.A.nonSL2-1	41	41	22	31	22	1	0	13	34	28	59	29	39	0	1	3
KH.C4.761.v1.A.ND1-1	35	26	118	28	96	5	6	2	0	30	83	40	32	0	6	2
KH.C4.761.v1.A.nonSL3-1	0	0	47	0	0	0	0	0	91	0	0	0	143	0	0	0
KH.C4.761.v1.A.nonSL4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KH.C4.761.v1.R.ND1-1	35	26	118	28	96	5	6	2	0	30	83	40	32	0	6	2
KH.C4.761.v2.A.SL2-1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
KH.C4.762.v1.A.SL2-1	313	246	348	371	903	998	1140	762	261	182	353	341	1009	934	1062	951
KH.C4.762.v2.A.SL1-1	0	31	66	12	1	0	0	0	17	68	0	71	83	0	0	0
KH.C4.763.v1.A.ND1-1	2	1	2	2	1	0	0	0	0	5	0	4	0	0	0	0
KH.C4.764.v1.A.ND1-1	14	0	16	5	3	0	4	5	5	6	1	8	1	0	0	0
KH.C4.765.v1.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.765.v1.A.nonSL2-1	71	0	0	35	108	0	0	0	0	0	0	0	0	107	89	0
KH.C4.765.v1.A.nonSL3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.765.v1.A.nonSL4-1	0	6	2	0	0	9	6	7	2	3	5	5	9	0	2	7
KH.C4.765.v1.A.nonSL5-1	0	74	47	0	0	105	176	86	28	39	73	83	113	0	34	103
KH.C4.765.v1.A.nonSL6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.765.v1.R.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.766.v1.A.ND1-1	0	0	0	0	0	19	46	0	0	0	1	0	0	0	0	0
KH.C4.766.v1.A.nonSL2-1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
KH.C4.766.v1.A.nonSL3-1	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
KH.C4.766.v1.A.nonSL4-1	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0
KH.C4.766.v1.A.nonSL5-1	364	213	654	101	1198	1768	2022	1921	223	206	180	133	501	569	721	799
KH.C4.767.v1.A.SL1-1	1605	1838	2323	1438	3065	2854	3248	2600	1912	1499	2226	1321	2624	2812	3680	3195
KH.C4.768.v1.A.SL1-1	333	768	1860	428	3208	2655	3437	2576	436	679	1668	361	2778	2506	2475	2885
KH.C4.769.v1.A.ND1-1	18	22	40	9	15	2	5	4	13	87	58	37	32	2	0	3
KH.C4.769.v1.A.SL2-1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.77.v1.A.SL1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.770.v1.A.SL1-1	68	89	120	67	207	90	153	150	66	91	190	99	327	181	215	164
KH.C4.771.v1.A.SL1-1	4183	5063	9003	4793	10209	8775	9762	6916	5218	4617	9389	4582	8046	7270	7265	8622
KH.C4.772.v1.A.SL1-1	790	936	1262	1355	2975	4518	7807	6596	1111	649	891	1541	1852	4282	7701	7702
KH.C4.773.v1.A.ND1-1	225	187	197	84	342	267	315	247	170	132	175	98	248	173	189	174
KH.C4.774.v1.A.SL1-1	1239	905	797	625	1352	1975	3255	2274	847	674	1003	669	1656	2228	3324	2486
KH.C4.775.v1.A.SL1-1	33	17	0	28	0	1	0	0	28	5	0	115	0	0	1	0
KH.C4.776.v1.A.ND1-1	0	12	6	0	0	0	0	0	38	34	0	0	0	0	0	0
KH.C4.776.v1.A.SL2-1	6	13	2	5	0	0	0	0	0	0	11	0	0	0	0	0
KH.C4.777.v1.A.ND1-1	96	117	153	188	64	39	55	24	126	159	87	172	29	29	33	37
KH.C4.778.v1.A.ND1-1	774	854	1156	592	1115	1107	2237	1694	836	769	1351	670	1114	1041	1946	2108
KH.C4.779.v1.A.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.779.v1.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.779.v1.R.ND1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.779.v2.A.SL3-1	13	12	24	47	23	8	25	25	8	9	17	28	16	13	17	14
KH.C4.78.v1.A.SL1-1	0	16	17	76	14	0	2	5	3	18	12	62	5	1	3	6
KH.C4.78.v2.A.ND2-1	10	0	8	10	0	3	0	0	0	0	0	0	10	0	0	2
KH.C4.780.v1.A.ND1-1	4	61	31	25	21	20	13	9	26	16	58	43	22	9	7	1
KH.C4.781.v1.A.ND1-1	0	0	5	0	6	0	0	0	8	5	23	0	3	0	0	0
KH.C4.781.v1.A.nonSL2-1	47	10	11	2	0	2	1	0	4	2	13	19	9	0	0	2
KH.C4.782.v1.B.SL2-1	0	0	0	0	5	0	7	0	0	0	5	0	0	7	11	13
KH.C4.782.v2.B.SL1-1	0	9	47	4	117	121	464	260	18	23	76	30	104	89	239	254
KH.C4.783.v1.A.ND1-1	2012	2250	3115	2148	4245	3514	4080	3562	2144	1919	2783	2126	2530	4578	6072	5334
KH.C4.783.v2.A.SL2-1	188	198	14	250	0	0	0	0	180	147	2	238	0	0	0	0
KH.C4.784.v1.A.SL1-1	939	1726	4986	673	6150	5679	8471	5846	1167	1426	4481	802	6579	4649	5929	6720
KH.C4.785.v1.B.ND1-1	948	1426	2232	1850	3014	6378	8009	5361	1487	1404	1782	1573	1535	3193	3639	3608
KH.C4.787.v1.A.ND1-1	285	209	189	390	149	513	1308	931	315	220	117	294	116	585	1577	1122
KH.C4.787.v1.A.SL1-1	285	209	189	390	149	513	1308	931	315	220	117	294	116	585	1577	1122
KH.C4.787.v1.A.SL2-1	0	119	0	230	47	480	698	638	199	115	76	403	13	238	676	979
KH.C4.788.v1.A.SL1-1	942	1281	153	331	134	496	593	481	727	197	138	411	130	86	101	148
KH.C4.789.v1.A.ND1-1	568	721	228	583	43	29	34	36	409	375	286	405	41	20	20	15
KH.C4.79.v1.A.ND1-1	5	0	4	0	4	1	2	0	5	0	8	4	6	5	2	2
KH.C4.790.v1.A.SL1-1	103	146	271	244	820	1404	1942	1609	133	110	228	195	559	1022	1720	1768
KH.C4.791.v1.A.ND1-1	63	78	42	19	82	146	104	85	27	13	17	15	60	161	61	46
KH.C4.792.v1.A.SL1-1	654	813	928	592	1121	943	2314	1623	519	691	1067	613	1111	902	1979	1902
KH.C4.792.v2.A.SL2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.792.v3.A.SL3-1	5	0	16	0	0	0	0	0	0	0	0	0	65	0	0	0
KH.C4.793.v1.A.ND1-1	4	47	101	27	150	132	140	129	19	31	176	21	228	98	121	159
KH.C4.793.v1.A.SL2-1	0	0	0	0	0	6	8	20	4	0	86	0	63	0	8	0
KH.C4.794.v1.A.SL1-1	907	685	1747	543	3209	3022	1621	1631	542	1108	1402	1085	1971	993	2116	2050
KH.C4.794.v1.A.SL2-1	643	1228	1078	1370	94	247	1790	950	965	446	996	395	0	1957	1265	938
KH.C4.795.v1.A.ND1-1	8641	4747	793	3046	333	547	816	514	5889	4598	772	2979	438	571	877	828
KH.C4.796.v1.A.ND1-1	0	0	51	20	15	0	0	28	0	49	0	0	0	0	0	13
KH.C4.796.v1.A.nonSL2-1	0	0	9	4	4	0	0	7	0	11	0	0	0	0	0	3
KH.C4.796.v1.A.nonSL3-1	57	69	0	0	0	42	58	0	44	0	173	44	69	22	34	0
KH.C4.796.v1.A.nonSL4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KH.C4.796.v1.R.ND1-1	0	0	51	20	15	0	0	28	0	49	0	0	0	0	0	13
KH.C4.797.v1.A.ND1-1	2	7	13	120	7	1	2	0	13	8	8	206	7	0	0	0
